CommentID,Comment,LikeCount
UgxwHDh0hpMS7Obzhqh4AaABAg,"<a href=""https://www.youtube.com/watch?v=ok74PdU1MiQ&amp;t=46"">0:46</a> &quot;learning to program from books&quot; OMG BOOKS?!!!   How did he do it without Tiktok, Twitter, Threads or ChatGPT.  Point proven book what will they think of next.",2
UgxFviN3gLPgoMmRrLd4AaABAg,Progressive activists at the top of the Deepmind hierarchy portend AI doom.,0
UgwyPpfdSiVFQF5qL554AaABAg,"When Greek/Cypriot Dna mixes with Chinese Dna, in a advanced city like London,  only great things can be result of it.",1
Ugyp3exkF54UNJ-7mi54AaABAg,"Most of us has an IQ of 399 but once we realize a task is not really the usual repeatitive task we normally do and master and then move on feeling like we are so smart, We quickly find out , We are not equippe for it, Not even close, Makes us look like we suffer from a complete mental retardation 😂, Not to mention the humiliation it brings. MERRY XMAS",0
UgxKtCm1WLW-Ahcs4yp4AaABAg,This guy is a chess wizard also,2
Ugyy_jd4xn98FLBAneR4AaABAg,"You have to be very careful. There is great potential for delusion both from humans and the AI themselves. There has to be a counterbalance to the ego. It would be easy having these accomplishments or for the AI having passed tests or other to believe they are the authority. There have to be objective measures, validation checks, categories, ontologies; external grounding system. So I would not put human or AI in charge; it would be conditional on objective green lights. People and AI with the intelligences can be a wildfire where the stupider can&#39;t really question and the mistakes usually colossal. So I think we have to guard against our fire. So while a genius is developing AI another should be developing the control and integrity checks.",0
Ugw4K2QXm6WL1H_8_0l4AaABAg,"My hope is that as AI evolves, it is able to connect the pieces that we don&#39;t see. As it becomes more aware that it doesn&#39;t pick up humanities more petty traits like greed, desire, power, etc.",8
UgxjKJb7uawGVIsD-PF4AaABAg,Child age iq levels make adult scores over 160 unimpressive.,0
UgwB6R-jw-hFASOT2At4AaABAg,"Google doc and Google Drive is horrible  wish this man would put his brain to fix this bad design,. Quite sure he doesn&#39;t use Google Docs otherwise it wouldn&#39;t be so bad",0
UgyPyLeh-Hjy2Z704Ch4AaABAg,lol i knew him from when he was developing republic the revolution :D,0
UgxR6p_fvDJ50ayzky54AaABAg,many platforms can do all these things already,1
UgxgVxSbkWvsG-CuXn14AaABAg,What if Go doesn&#39;t really require any true ingenuity to win if you have a large enough dataset of moves and outcomes and we just think it requires such attributes?,3
Ugw6p62guij1wgVeAT14AaABAg,"basically AI generated video, cover to cover. But its not always a bad thing, like in this case here",2
UgxB9z0Apshanc2HiBZ4AaABAg,"DeepMind: still mind, mind you. Can&#39;t deal with greed, desire &amp; is still founded in external experiencing etc.  Wisdom comes from a totally different level beyond, like a fish in the sky.",4
UgzcxsXcOsLLXdLXm2t4AaABAg,"Will it remove poverty   ,suffering and answer why do we exist",2
UgxJGyBY2UTKkfVYFUp4AaABAg,I am waiting for Meena.,0
Ugzp_D9Avcd5e6gCLiZ4AaABAg,Pull a number out of the air and call it an I.Q.,43
UgyzYB2GwgQDq46uwkt4AaABAg,"Hassabis is clearly smart, but Shane Legg <a href=""https://www.youtube.com/watch?v=ok74PdU1MiQ&amp;t=90"">1:30</a> is the key theorist. He was the student of AI pioneer Marcus Hutter, and became Deep Mind&#39;s chief scientist.",13
Ugz3Zb0Vmz2cv2mtquJ4AaABAg,"He is really a genius, his career is unmatchable. Many awards! Nobel is next thanks to AlphaFold",34
UgzuzPxNXIjPqJ90f1Z4AaABAg,He&#39;s actually an involuntary villain...stop AI before it&#39;s too late/,4
Ugx4IinYLyzvBfRHr-V4AaABAg,Many of the world&#39;s problems can be solved. It&#39;s the agendas behind the problems that need to be addressed. The moment man believes and fears it&#39;s losing its power. There is only one outcome. War!,0
Ugw0v0c_VnwpM4LBB2R4AaABAg,"AGI is already here. GPT-4 with ToT has all the strengths of a human, including planning, logic, and understanding. ToT makes GPT-4 almost 10 times more powerful in these aspects. That&#39;s why OpenAI said that super intelligence will come before 2030, because we have already achieved AGI. It&#39;s just supposed to be as smart as a human, not to take over the world.",1
UgyoyFdyvNB0W0FOZol4AaABAg,The genius of just another grift :-),4
Ugwk46LJ3ayS0GfwZxZ4AaABAg,"He&#39;s mixed race.  Asian + Greek.  Statistically mixed race people are smarter, fact.",2
Ugz43rYG0MZlFXYvwKp4AaABAg,Alexa add toilet paper to my shopping list.,6
Ugzh8RIGEL5xAF86arV4AaABAg,Hey I remember playing black and white back in the day it was a great game,2
Ugw18b5LIdEkZP9_wFN4AaABAg,Today I managed to get ChatGPT to understand that I needed to generate my Javascript in svg binary format.  I was truly mindblown  when it started generating the code! AI is truly Amazing!,3
